Approved symbol	Previous symbols	RefSeq IDs	NCBI Gene ID(supplied by NCBI)
NDUFB3P3			93996
NDUFB3P4			93995
NDUFB3P5		NG_000958	93997
NDUFB4		NM_004547	4710
NDUFB4P1		NG_030111	100288654
NDUFB4P2			100132036
NDUFB4P3		NG_030100	100288420
NDUFB4P4			107075092
NDUFB4P5			107075096
NDUFB4P6			107075097
NDUFB4P7			107075094
NDUFB4P8			107075246
NDUFB4P9			107075211
NDUFB4P10			107075105
NDUFB4P11			107075247
NDUFB4P12		NG_030266	402175
NDUFB5		NM_002492	4711
NDUFB5P1		NG_022040	100288337
NDUFB5P2		NG_026737	100422431
NDUFB6		NM_002493	4712
NDUFB7		NM_004146	4713
NDUFB8		NM_005004	4714
NDUFB8P1		NG_002595	326606
NDUFB8P2		XR_015999	729565
NDUFB8P3			100132286
NDUFB9		NM_005005	4715
NDUFB9P1			107075233
NDUFB9P2		NG_030054	100128596
NDUFB9P3		NG_022402	100129370
NDUFB10		NM_004548	4716
NDUFB10P1		NG_022109	100128711
NDUFB10P2			107075304
NDUFB11		NM_019056	54539
NDUFB11P1	NDUFB11P	NG_009688	390239
NDUFC1		NM_002494	4717
NDUFC2		NM_004549	4718
NDUFC2-KCTD14			100532726
NDUFS1		NM_005006	4719
NDUFS2		NM_004550	4720
NDUFS2L			
NDUFS3		NM_004551	4722
NDUFS4		NM_002495	4724
NDUFS5		NM_004552	4725
NDUFS5P1			100996944
NDUFS5P2			100286918
NDUFS5P3			100288149
NDUFS5P4			100287817
NDUFS5P5			100128177
NDUFS5P6			106480785
NDUFS5P7			100130794
NDUFS6		NM_004553	4726
NDUFS6P1			107075209
NDUFS7		NM_024407	374291
NDUFS8		NM_002496	4728
NDUFV1		NM_007103	4723
NDUFV2		NM_021074	4729
NDUFV2-AS1			101927275
NDUFV2P1			4730
NDUFV3			4731
NEAT1	NCRNA00084	NR_028272	283131
NEB	NEM2	NM_004543	4703
NEBL		NM_006393	10529
NEBL-AS1		NR_046283	100128511
NEC1			
NEC2			
NECAB1	EFCBP1	NM_022351	64168
NECAB2	EFCBP2	NM_019065	54550
NECAB3	SYTIP2, APBA2BP		63941
NECAP1		NM_015509	25977
NECAP1P1			442668
NECAP1P2			106479026
NECAP2		NM_018090	55707
NECTIN1	HVEC, ED4, PVRL1		5818
NECTIN1-AS1			105369525
NECTIN2	HVEB, PVRL2	NM_002856	5819
NECTIN3	PVRL3	NM_015480	25945
NECTIN3-AS1	PVRL3-AS1		100506555
NECTIN4	PVRL4	NM_030916	81607
NEDD1			121441
NEDD2			
NEDD3			
NEDD4		NM_198400	4734
NEDD4L			23327
NEDD6			
NEDD7			
NEDD8		NM_006156	4738
NEDD8-MDP1		NM_001199823.1	100528064
NEDD9		NM_006403	4739
NEDD10			
NEF4			
NEF5			
NEFH		NM_021076	4744
NEFHP1	NEFHL		339396
NEFL		NM_006158	4747
NEFLL1			
NEFLL2			
NEFLP1		NG_002813	359795
NEFM	NEF3	NM_005382	4741
NEFMP1		NG_025505	100420737
NEGF1			
NEGF2			
NEGR1		NM_173808	257194
NEGR1-AS1			
NEGR1-IT1			100852409
NEIL1		NM_024608	79661
NEIL2		NM_145043	252969
NEIL3		NM_018248	55247
NEK1			4750
NEK2		NM_002497	4751
NEK2P1	NEK2P	NG_002554	326302
NEK2P2		NG_016726	100379667
NEK2P3		NG_007923	100158258
NEK2P4		NG_016766	100381202
NEK3			4752
NEK4	STK2	NM_003157	6787
NEK4P1			100421718
NEK4P2		NG_026146	100421734
NEK4P3		NG_025511	100421728
NEK5		NM_199289	341676
NEK6		NM_014397	10783
NEK7		NM_133494	140609
NEK8			284086
NEK9		NM_033116	91754
NEK10		NM_152534	152110
NEK11		NM_024800	79858
NELFA	WHSC2	NM_005663	7469
NELFB	COBRA1	NM_015456	25920
NELFCD	TH1L	NM_198976	51497
NELFE	RDBP		7936
NELL1		NM_006157	4745
NELL2		NM_006159	4753
NEM1			
NEM2			
NEMF	SDCCAG1	NM_004713	9147
NEMP1	TMEM194, TMEM194A	NM_015257	23306
NEMP2	TMEM194B	NM_001142645	100131211
NENF		NM_013349	29937
NENFP1			106480294
NENFP2			100129880
NENFP3			106481703
NEO1		NM_002499	4756
NEP			
NEPNP		NG_008306	442253
NEPRO	C3orf17	NM_015412	25871
NES		NM_006617	10763
NET1		NM_005863	10276
NET1			
NETO1		NM_138999	81832
NETO2		NM_018092	81831
NEU1	NEU		4758
NEU2		NM_005383	4759
NEU3		NM_006656	10825
NEU4		NM_080741	129807
NEURL1	NEURL		9148
NEURL1-AS1		NR_120675	102724341
NEURL1B			54492
NEURL2	C20orf163		140825
NEURL3		NM_138397	93082
NEURL4		NM_032442	84461
NEUROD1	NEUROD	NM_002500	4760
NEUROD2		NM_006160	4761
NEUROD3			
NEUROD4			58158
NEUROD6		NM_022728	63974
NEUROG1	NEUROD3	NM_006161	4762
NEUROG2		NM_024019	63973
NEUROG2-AS1		NR_161159	105377372
NEUROG3		NM_020999	50674
NEXMIF	KIAA2022	NM_001008537	340533
NEXN		NM_144573	91624
NEXN-AS1	C1orf118	NR_103535	374987
NF1		NM_000267	4763
NF1L3			
NF1P1			100419006
NF1P2			440225
NF1P3	NF1L1	NG_009867	4764
NF1P4	NF1L4	NG_007891	100419029
NF1P5	NF1L5	NG_007889	4768
NF1P6	NF1L6	NG_007890	644637
NF1P7	NF1L7	NG_007892	100158257
NF1P8	NF1L2	NG_007888	401007
NF1P9			101930150
NF1P10			106480348
NF1P11			106481736
NF1P12			100418983
NF2		NM_000268	4771
NFAM1		NM_145912	150372
NFASC		NM_001005388	23114
NFAT5		NM_138714	10725
NFATC1		NM_172390	4772
NFATC2		NM_012340	4773
NFATC2IP		NM_032815	84901
NFATC3		NM_004555	4775
NFATC4		NM_004554	4776
NFATC5			
NFE2		NM_006163	4778
NFE2L1	TCF11	NM_003204	4779
NFE2L2		NM_006164	4780
NFE2L3			9603
NFE2L3P1		NG_011711	642996
NFE2L3P2		NG_029197	100272146
NFE4		NM_001085386	58160
NFIA		NM_005595	4774
NFIA-AS1		NR_104180	645030
NFIA-AS2			100996570
NFIB		NM_005596	4781
NFIC	NFI	NM_005597	4782
NFIL3	IL3BP1	NM_005384	4783
NFIX		NM_002501	4784
NFIXL1			
NFIXL2			
NFIXL3			
NFIXL4			
NFIXL5			
NFKB1		NM_003998	4790
NFKB2			4791
NFKB3			
NFKBIA	NFKBI	NM_020529	4792
NFKBIB		NM_002503	4793
NFKBID		NM_032721	84807
NFKBIE			4794
NFKBIL1	NFKBIL	NM_005007	4795
NFKBIZ		NM_031419	64332
NFRKB		NM_006165	4798
NFS1		NM_021100	9054
NFU1	HIRIP5	NM_015700	27247
NFU1P1			100132681
NFU1P2			100132699
NFX1			4799
NFXL1		NM_152995	152518
NFYA			4800
NFYAP1	NFYAP	NG_007867	100130677
NFYB			4801
NFYC		NM_014223	4802
NFYC-AS1			100130557
NGB		NM_021257	58157
NGDN	C14orf120	NM_001042635	25983
NGEF		NM_019850	25791
NGF	NGFB	NM_002506	4803
NGF-AS1			112840934
NGFR			4804
NGL			
NGLY1			55768
NGRN			51335
NHCP1			
NHCP2			
NHE1			
NHE2			
NHE3			
NHE3P			
NHEJ1		NM_024782	79840
NHLH1	HEN1	NM_005598	4807
NHLH2	HEN2	NM_005599	4808
NHLRC1			378884
NHLRC2		NM_198514	374354
NHLRC3		NM_001012754	387921
NHLRC4		NM_176677	283948
NHP2	NOLA2	NM_017838	55651
NHP2P1	NOLA2P1		414200
NHP2P2			442290
NHS		NM_198270	4810
NHS-AS1			100873920
NHSL1	C6orf63	NM_020464	57224
NHSL2		NM_001013627	340527
NIBAN1	C1orf24, FAM129A		116496
NIBAN2	C9orf88, FAM129B	NM_022833	64855
NIBAN3	FAM129C	NM_173544	199786
NICN1		NM_032316	84276
NICN1-AS1			
NICN2P		NG_005534	171176
NID1	NID	NM_002508	4811
NID2			22795
NIDDM1			4812
NIDDM2			4813
NIF3L1	ALS2CR1	NM_021824	60491
NIFK	MKI67IP	NM_032390	84365
NIFK-AS1			254128
NIFKP1	MKI67IPP1	NG_009461	401825
NIFKP2	MKI67IPP2	NG_009465	645398
NIFKP3	MKI67IPP3	NG_009474	100270648
NIFKP4	MKI67IPP4	NG_009467	100128707
NIFKP5	MKI67IPP5	NG_009470	100128397
NIFKP6	MKI67IPP6	NG_009462	100132796
NIFKP7	MKI67IPP7		106479049
NIFKP8	MKI67IPP8	NG_009464	642907
NIFKP9	MKI67IPP9		106480805
NIM1K		NM_153361	167359
NIN		NM_182946	51199
NINJ1		NM_004148	4814
NINJ2		NM_016533	4815
NINJ2-AS1		NR_122124	100049716
NINL		NM_025176	22981
NIP1L			
NIP7		NM_016101	51388
NIP7P1		NG_023276	389997
NIP7P2		NG_022272	646392
NIP7P3		NG_025858	100421245
NIPA1	SPG6	NM_144599	123606
NIPA2		NM_030922	81614
NIPA2P1			100132321
NIPA2P2			100130204
NIPA2P3			100128057
NIPA2P4			100421776
NIPA2P5			100874488
NIPAL1	NPAL1	NM_207330	152519
NIPAL2	NPAL2	NM_024759	79815
NIPAL3	NPAL3	NM_020448	57185
NIPAL4		NM_001099287	348938
NIPBL		NM_015384	25836
NIPBL-DT	NIPBL-AS1	NR_046262	646719
NIPSNAP1			8508
NIPSNAP2	GBAS	NM_001483	2631
NIPSNAP3A		NM_015469	25934
NIPSNAP3B		NM_018376	55335
NISCH		NM_007184	11188
NIT1			4817
NIT2		NM_020202	56954
NKAIN1	FAM77C	NM_024522	79570
NKAIN1P1		NG_021262	100462647
NKAIN2	TCBA1	NM_001040214	154215
NKAIN3	FAM77D	NM_001304533	286183
NKAIN3-IT1		NR_027378	643763
NKAIN4	C20orf58	NM_152864	128414
NKAP		NM_024528	79576
NKAPD1	C11orf57	NM_018195	55216
NKAPL	C6orf194		222698
NKAPP1	CXorf42	NR_027131	158801
NKD1			85407
NKD2		NM_033120	85409
NKG2			
NKG7		NM_005601	4818
NKILA		NR_131157	105416157
NKIRAS1		NM_020345	28512
NKIRAS2		NM_017595	28511
NKPD1		NM_198478	284353
NKR			
NKRF		NM_017544	55922
NKS1			4819
NKTR		NM_005385	4820
NKX1-1		NM_001290079	54729
NKX1-2	C10orf121	NM_001146340	390010
NKX2-1	NKX2A, BCH, TITF1	NM_003317	7080
NKX2-1-AS1		NR_103710	100506237
NKX2-2	NKX2B		4821
NKX2-2-AS1			100874189
NKX2-3	NKX2C		159296
NKX2-4	NKX2D		644524
NKX2-5	CSX, NKX2E		1482
NKX2-6		NM_001136271	137814
NKX2-8	NKX2H		26257
NKX2A			
NKX3-1	NKX3A		4824
NKX3-2	BAPX1		579
NKX6-1	NKX6A	NM_006168	4825
NKX6-2			84504
NKX6-3		NM_152568	157848
NLE1	NLE	NM_018096	54475
NLGN1		NM_014932	22871
NLGN1-AS1			100874010
NLGN2		NM_020795	57555
NLGN3		NM_018977	54413
NLGN4X	NLGN4	NM_020742	57502
NLGN4Y		NM_014893	22829
NLGN4Y-AS1	NLGN4YAS, NLGN4Y-AS		100874056
NLK		NM_016231	51701
NLN	AGTBP		57486
NLRC3		NM_178844	197358
NLRC4	CARD12	NM_021209	58484
NLRC5		NM_032206	84166
NLRP1	NALP1, SLEV1	NM_033004	22861
NLRP2	NALP2	NM_017852	55655
NLRP2B	NLRP2P	NG_002752	286430
NLRP3	C1orf7, CIAS1, DFNA34	NM_004895	114548
NLRP3P1	NLRP3P	NG_002753	347402
NLRP4	NALP4	NM_134444	147945
NLRP5	NALP5	NM_153447	126206
NLRP6	NALP6	NM_138329	171389
NLRP7	NALP7	NM_139176	199713
NLRP8	NALP8	NM_176811	126205
NLRP9	NALP9	NM_176820	338321
NLRP9P1	NLRP9P	NG_002754	347933
NLRP10	NALP10	NM_176821	338322
NLRP11	NALP11	NM_145007	204801
NLRP12	NALP12	NM_144687	91662
NLRP13	NALP13	NM_176810	126204
NLRP14	NALP14	NM_176822	338323
NLRX1		NM_170722	79671
NLVCF			
NM			4827
NMB		NM_021077	4828
NMBR			4829
NMBR-AS1			111216274
NMD3		NM_015938	51068
NMD3P1	NMD3P		441238
NMD3P2			100286929
NMDAR1			
NMDAR2A			
NMDAR2B			
NMDAR2C			
NMDARA1			
NME1		NM_000269	4830
NME1-NME2			654364
NME1P1			100874501
NME2		NM_002512	4831
NME2P1		NR_001577	283458
NME3		NM_002513	4832
NME4		NM_005009	4833
NME5		NM_003551	8382
NME6		NM_005793	10201
NME7		NM_013330	29922
NME8	TXNDC3	NM_016616	51314
NME9	TXNDC6	NM_178130	347736
NMI		NM_004688	9111
NMNAT1	LCA9		64802
NMNAT1P1	NMNATP		326607
NMNAT1P2			100129160
NMNAT1P3			391603
NMNAT1P4			100132841
NMNAT1P5			100129256
NMNAT2	C1orf15		23057
NMNAT3		NM_178177	349565
NMOR1			
NMRAL1		NM_020677	57407
NMRAL2P	NMRAL1P1	NR_033752	344887
NMRK1	C9orf95	NM_017881	54981
NMRK2	ITGB1BP3	NM_014446, NM_170678	27231
NMS		NM_001011717	129521
NMT1		NM_021079	4836
NMT2		NM_004808	9397
NMTRL-TAA1-1	TRNAL31		100189325
NMTRL-TAA2-1	TRNAL46P		100189522
NMTRL-TAA3-1	TRNAL45P		100189520
NMTRL-TAA4-1	TRNAL37		100189377
NMTRL-TAA5-1	TRNAL42P		100189466
NMTRL-TAA6-1	TRNAL41P		100189456
NMTRP-TGG1-1	TRNAP23P		100189463
NMTRQ-CTG1-1	TRNAQ38P		100189461
NMTRQ-TTG1-1	TRNAQ40P		100189475
NMTRQ-TTG2-1	TRNAQ48P		100189516
NMTRQ-TTG3-1	TRNAQ18		100189215
NMTRQ-TTG4-1	TRNAQ42P		100189489
NMTRQ-TTG5-1	TRNAQ31		100189397
NMTRQ-TTG6-1	TRNAQ47P		100189510
NMTRQ-TTG7-1	TRNAQ34P		100189445
NMTRQ-TTG8-1	TRNAQ35P		100189448
NMTRQ-TTG9-1	TRNAQ36P		100189451
NMTRQ-TTG10-1	TRNAQ50P		100189524
NMTRQ-TTG11-1	TRNAQ43P		100189501
NMTRQ-TTG12-1	TRNAQ41P		100189478
NMTRQ-TTG13-1	TRNAQ52P		100189535
NMTRQ-TTG14-1	TRNAQ9		100189058
NMTRQ-TTG15-1	TRNAQ54P		100189540
NMTRS-TGA1-1	TRNAS8		100189055
NMTRS-TGA2-1	TRNAS31P		100189525
NMTRS-TGA3-1	TRNAS30P		100189512
NMTRV-TAC1-1	TRNAV37P		100189513
NMU			10874
NMUR1	GPR66	NM_006056	10316
NMUR2	NMU2R	NM_020167	56923
NNAT		NM_005386	4826
NNMT		NM_006169	4837
NNO1			23691
NNT		NM_182977	23530
NNT-AS1		NR_073113	100652772
NOA1	C4orf14	NM_032313	84273
NOB1	PSMD8BP1	NM_014062	28987
NOBOX		NM_001080413	135935
NOC2L		NM_015658	26155
NOC2LP1			643276
NOC2LP2			401010
NOC3L	C10orf117	NM_022451	64318
NOC4L		NM_024078	79050
NOCT	CCRN4L	NM_012118	25819
NOD1	CARD4		10392
NOD2	IBD1, CARD15	NM_022162	64127
NODAL		NM_018055	4838
NOG	SYNS1, SYM1	NM_005450	9241
NOL2			
NOL3			8996
NOL4		NM_003787	8715
NOL4L	C20orf113, C20orf112	NM_080616	140688
NOL4L-DT		NR_034152	149950
NOL6		NM_022917	65083
NOL7	C6orf90, PQBP3	NM_016167	51406
NOL8	C9orf34	NM_017948	55035
NOL8P1			402191
NOL9		NM_024654	79707
NOL10	PQBP5	NM_024894	79954
NOL11		NM_015462	25926
NOL12		NM_024313	79159
NOLC1		NM_004741	9221
NOM1	C7orf3	NM_138400	64434
NOMO1			23420
NOMO2		NM_001004060	283820
NOMO3		NM_001004067	408050
NONO		NM_007363	4841
NONOP1			644035
NONOP2			100271700
NOP2	NOL1	NM_006170	4839
NOP9	C14orf21		161424
NOP10	NOLA3	NM_018648	55505
NOP14	C4orf9, NOL14	NM_003703	8602
NOP14-AS1	C4orf10	NR_015453	317648
NOP16		NM_016391	51491
NOP53	GLTSCR2	NM_015710	29997
NOP53-AS1	GLTSCR2-AS1		106144593
NOP56	NOL5A	NM_006392	10528
NOP56P1	NOL5B, NOL5BP	NG_006572	646192
NOP56P2		NG_023280	402360
NOP56P3			106481967
NOP58		NM_015934	51602
NORAD	LINC00657	NR_027451	647979
NOS1	NOS		4842
NOS1AP		NM_014697	9722
NOS2	NOS2A	NM_000625	4843
NOS2P1	NOS2C		645740
NOS2P2	NOS2B	NG_001568	201288
NOS2P3		NG_002717	339256
NOS2P4			266619
NOS3		NM_000603	4846
NOSIP			51070
NOSTRIN		NM_052946	115677
NOT1			
NOT2			
NOT3			
NOT4			
NOTCH1	TAN1	NM_017617	4851
NOTCH2		NM_024408	4853
NOTCH2NLA	NOTCH2NL	NM_203458	388677
NOTCH2NLB			100996763
NOTCH2NLC			100996717
NOTCH2NLR			101929796
NOTCH2P1			100420260
NOTCH3	CADASIL	NM_000435	4854
NOTCH4	INT3		4855
NOTO		NM_001134462	344022
NOTUM		NM_178493	147111
NOVA1		NM_006491	4857
NOVA2	NOVA3	NM_002516	4858
NOVA3			
NOX1		NM_007052	27035
NOX3			50508
NOX4		NM_016931	50507
NOX5		NM_024505	79400
NOXA1	SDCCAG31		10811
NOXO1			124056
NOXRED1	C14orf148	NM_138791	122945
NPAP1	C15orf2	NM_018958	23742
NPAP1L			729159
NPAP1P1		NG_025503	100420827
NPAP1P2		NG_025525	100420829
NPAP1P3		NG_025530	100420830
NPAP1P4		NG_028721	100533674
NPAP1P5		NG_023843	100420671
NPAP1P6		NG_028726	100533675
NPAP1P7			107161163
NPAP1P8			100420670
NPAP60L			
NPAS1		NM_002517	4861
NPAS2			4862
NPAS2-AS1		NR_110213	101927142
NPAS3			64067
NPAS4		NM_178864	266743
NPAT		NM_002519	4863
NPB		NM_148896	256933
NPBWR1	GPR7	NM_005285	2831
NPBWR2	GPR8	NM_005286	2832
NPC1		NM_000271	4864
NPC1L1		NM_013389	29881
NPC2		NM_006432	10577
NPCDR1			
NPDC1		NM_015392	56654
NPEPL1		NM_024663	79716
NPEPPS		NM_006310	9520
NPEPPSP1			440434
NPFF		NM_003717	8620
NPFFR1	GPR147	NM_022146	64106
NPFFR2	GPR74	NM_004885	10886
NPH1			
NPHL1			
NPHL2			
NPHP1	NPH1	NM_000272	4867
NPHP2			
NPHP3		NM_153240	27031
NPHP3-ACAD11			100532724
NPHP3-AS1	NCRNA00119	NR_002811	348808
NPHP4			261734
NPHS1			4868
NPHS2			7827
NPIPA1	NPIP	NM_006985	9284
NPIPA2			642799
NPIPA3			642778
NPIPA5			100288332
NPIPA7			101059938
NPIPA8			101059953
NPIPA9		NG_053050	105376752
NPIPB1P		NG_023368	729602
NPIPB2		NM_001355514	729978
NPIPB3	NPIPL3	NM_130464	23117
NPIPB4			440345
NPIPB5		NM_001135865	100132247
NPIPB6		NM_001282524	728741
NPIPB7	NPIPL1	NG_023370	440350
NPIPB8		NM_001310136	728734
NPIPB9			100507607
NPIPB10P		NG_023380	730153
NPIPB11		NM_001310137	728888
NPIPB12		NM_001355401	440353
NPIPB13		NM_001321892	613037
NPIPB14P		NG_052915	109729168
NPIPB15	NPIPL2	NM_001018059	440348
NPIPP1			100874381
NPL	C1orf13	NM_030769	80896
NPLOC4		NM_017921	55666
NPM1		NM_002520	4869
NPM1P1	NPMP1		4870
NPM1P2	NPMP2		4871
NPM1P3	NPMP3, NPM1P15	NG_001163	4872
NPM1P4	NPMP4	NG_011457	100128903
NPM1P5	NPMP5		4874
NPM1P6	NPMP6		4875
NPM1P7	NPMP7, NPM1P16		10831
NPM1P8			100130233
NPM1P9			392428
NPM1P10			10837
NPM1P11			10836
NPM1P12			10835
NPM1P13			10834
NPM1P14		NG_000885	10833
NPM1P15			
NPM1P16			
NPM1P17			10830
NPM1P18		NG_001232	10829
NPM1P19			10828
NPM1P20			326608
NPM1P21			100129237
NPM1P22			390411
NPM1P23			100422256
NPM1P24		NG_025446	100422312
NPM1P25		NG_022156	399804
NPM1P26		NG_025538	100422313
NPM1P27		NG_024611	100422243
NPM1P28		NG_022222	646849
NPM1P29		NG_025640	100422259
NPM1P30			101928904
NPM1P31		NG_022193	100287472
NPM1P32		NG_021520	440902
NPM1P33		NG_021548	100131478
NPM1P34		NG_022699	100128410
NPM1P35		NG_021821	100129067
NPM1P36		NG_022300	652423
NPM1P37		NG_025830	100422261
NPM1P38		NG_022318	100128985
NPM1P39		NG_022773	440577
NPM1P40		NG_022825	100289584
NPM1P41		NG_025136	100422249
NPM1P42		NG_022113	729686
NPM1P43		NG_025336	100422309
NPM1P44		NG_026109	100422270
NPM1P45		NG_026145	100422316
NPM1P46		NG_021545	729342
NPM1P47		NG_022111	100129972
NPM1P48		NG_021491	442006
NPM1P49		NG_026690	100422284
NPM1P50		NG_030170	100129795
NPM1P51		NG_022355	100130606
NPM1P52		NG_026123	100422272
NPM2		NM_182795	10361
NPM3		NM_006993	10360
NPMP1			
NPMP2			
NPMP3			
NPMP4			
NPMP5			
NPMP6			
NPMP7			
NPNT		NM_198278	255743
NPPA	ANP, PND	NM_006172	4878
NPPA-AS1	NPPAAS, NPPA-AS		100379251
NPPB		NM_002521	4879
NPPC		NM_024409	4880
NPPS			
NPR1	ANPRA, NPRA	NM_000906	4881
NPR2	ANPRB, NPRB, AMDM		4882
NPR3	NPRC, ANPRC, C5orf23	NM_000908	4883
NPRA			
NPRB			
NPRC			
NPRL2	TUSC4	NM_006545	10641
NPRL3	C16orf35	NM_001039476	8131
NPS		NM_001030013	594857
NPS1			
NPSR1	GPR154	NM_207173	387129
NPSR1-AS1		NR_015356	404744
NPT1			
NPT2			
NPTN	SDFR1	NM_012428	27020
NPTN-IT1		NR_103844	101241892
NPTX1			4884
NPTX2		NM_002523	4885
NPTXR		NM_014293	23467
NPVF	C7orf9	NM_022150	64111
NPW		NM_001099456	283869
NPY		NM_000905	4852
NPY1R	NPYR		4886
NPY2R		NM_000910	4887
NPY4R	PPYR1	NM_005972	5540
NPY4R2		NM_001278795	100996758
NPY5R		NM_006174	4889
NPY6R			4888
NQO1	NMOR1, DIA4		1728
NQO2	NMOR2		4835
NQO2-AS1			105374888
NR1D1	THRAL		9572
NR1D2			9975
NR1H1			
NR1H2	UNR		7376
NR1H3			10062
NR1H4		NM_005123	9971
NR1H5P		NG_007471.1	643609
NR1I2			8856
NR1I3			9970
NR1I4			22817
NR2C1	TR2	NM_003297	7181
NR2C2	TR4	NM_003298	7182
NR2C2AP		NM_176880	126382
NR2E1	TLX		7101
NR2E3		NM_014249	10002
NR2F1	ERBAL3, TFCOUP1	NM_005654	7025
NR2F1-AS1		NR_021490	441094
NR2F2	ARP1, TFCOUP2		7026
NR2F2-AS1		XR_109225	644192
NR2F6	ERBAL2		2063
NR3C1	GRL		2908
NR3C1P1	GRLL1, NR3C1P		2910
NR3C2	MLR		4306
NR4A1	HMR, GFRP1		3164
NR4A1AS			115409980
NR4A2	NURR1		4929
NR4A3			8013
NR5A1	FTZF1	NM_004959	2516
NR5A2	FTF		2494
NR6A1	GCNF		2649
NRAD1	NCRNA00284, LINC00284	NR_026955	121838
NRADDP		NR_024046	100129354
NRAMP1			
NRAMP2			
NRAP		NM_006175	4892
NRARP		NM_001004354	441478
NRAS		NM_002524	4893
NRASL1			
NRASL2			
NRASL3			
NRAV	DYNLL1-AS1	NR_038854	100506668
NR0B1	AHC, DSS	NM_000475	190
NR0B2			8431
NRBF2		NM_030759	29982
NRBF2P1			648532
NRBF2P2			100114903
NRBF2P3			643232
NRBF2P4			728381
NRBF2P5		NG_006646	100118954
NRBP1	NRBP	NM_013392	29959
NRBP2		NM_178564	340371
NRCAM		NM_001037132	4897
NRDC	NRD1	NM_002525	4898
NRDE2	C14orf102	NM_017970	55051
NREP	C5orf13	NM_004772	9315
NREP-AS1			100873948
NRF1		NM_001040110	4899
NRG1	HGL, NRG1-IT2		3084
NRG1-IT1			100856811
NRG1-IT2			
NRG1-IT3			100874286
NRG2		NM_013982	9542
NRG3		NM_001010848	10718
NRG3-AS1	C10orf100		101929590
NRG4		NM_138573	145957
NRGN		NM_006176	4900
NRIP1		NM_003489	8204
NRIP2		NM_031474	83714
NRIP3	C11orf14	NM_020645	56675
NRIR		NR_126359	104326052
NRK		NM_198465	203447
NRL			4901
NRM			11270
NRN1			51299
NRN1L		NM_198443	123904
NRON		NR_045006	641373
NRP1			8829
NRP2			8828
NRPB			
NRROS	LRRC33	NM_198565	375387
NRSN1	VMP	NM_080723	140767
NRSN2	C20orf98	NM_024958	80023
NRSN2-AS1		NR_109990	100507459
NRTN		NM_004558	4902
NRXN1		NM_001135659	9378
NRXN2		NM_015080	9379
NRXN2-AS1			107984337
NRXN3	C14orf60	NM_001105250	9369
NRXN4			
NS1			
NSA2		NM_014886	10412
NSD1	STO	NM_172349	64324
NSD2	WHSC1	NM_133330	7468
NSD3	WHSC1L1	NM_023034	54904
NSDHL		NM_015922	50814
NSF		NM_006178	4905
NSFL1C		NM_016143	55968
NSFP1	NSFP		728806
NSG1			27065
NSG2		NM_015980	51617
NSL1	C1orf48	NM_015471	25936
NSMAF		NM_003580	8439
NSMCE1		NM_145080	197370
NSMCE1-DT		NR_037184	400512
NSMCE2	C8orf36	NM_173685	286053
NSMCE3	NDNL2	NM_138704	56160
NSMCE4A	C10orf86	NM_017615	54780
NSMF	NELF	NM_015537	26012
NSP			
NSRP1	CCDC55	NM_032141	84081
NSRP1P1	CCDC55P1	NG_022784	100420557
NSUN2	MRT5	NM_017755	54888
NSUN3		NM_022072	63899
NSUN4		NM_199044	387338
NSUN5	WBSCR20, WBSCR20A	NM_148956	55695
NSUN5P1	NSUN5B	NR_033322	155400
NSUN5P2	NSUN5C	NR_033323	260294
NSUN6	NOPD1, ARL5B-AS1	NM_182543	221078
NSUN7		NM_024677	79730
NSX			
NT3			
NT5C	UMPH2		30833
NT5C1A		NM_032526	84618
NT5C1B			93034
NT5C1B-RDH14		NM_001199103.1	100526794
NT5C2	NT5B, SPG45	NM_012229	22978
NT5C3A	NT5C3	NM_016489	51251
NT5C3AP1	NT5C3P1	NG_000948	90859
NT5C3B	NT5C3L	NM_052935	115024
NT5CP1			326609
NT5CP2		NG_002599	326611
NT5CP3			100420457
NT5DC1	NT5C2L1	NM_152729	221294
NT5DC2		NM_022908	64943
NT5DC3		NM_016575	51559
NT5DC4		NM_001350494	284958
NT5E	NT5		4907
NT5M			56953
NTAN1		NM_173474	123803
NTAN1P1		NG_025462	100420389
NTAN1P2		NG_026048	100420307
NTAN1P3		NG_024031	100420356
NTF3			4908
NTF4	NTF5	NM_006179	4909
NTF6A	NTF6		4910
NTF6B			4911
NTF6G			4912
NTHL1		NM_002528	4913
NTM		NM_016522	50863
NTM-AS1	C11orf39	NR_126159	101929637
NTM-IT	NTM-IT3		100874281
NTM-IT1			
NTM-IT2			
NTMT1	C9orf32, METTL11A	NM_014064	28989
NTN1			9423
NTN3	NTN2L	NM_006181	4917
NTN4		NM_021229	59277
NTN5		NM_145807	126147
NTNG1		NM_014917	22854
NTNG2	NTNG1	NM_032536	84628
NTPCR	C1orf57	NM_032324	84284
NTRK1		NM_002529	4914
NTRK2			4915
NTRK3			4916
NTRK3-AS1		NR_038229	283738
NTRK4			
NTRKR1			
NTRKR2			
NTRKR3			
NTS			4922
NTSR1			4923
NTSR2			23620
NUAK1		NM_014840	9891
NUAK2		NM_030952	81788
NUB1		NM_016118	51667
NUBP1	NBP1	NM_002484	4682
NUBP2		NM_012225	10101
NUBPL	C14orf127	NM_025152	80224
NUCB1		NM_006184	4924
NUCB1-AS1			100874085
NUCB2		NM_005013	4925
NUCKS1		NM_022731	64710
NUCKS1P1			100130466
NUDC			10726
